a123djvbvh23fv4vfd5,9.015617795256986,h,2178580779,sleep-duration
a123djvbvh23fv4vfd5,7.498211810258398,h,2178648734,sleep-duration
a123djvbvh23fv4vfd5,7.752610339636604,h,2178714539,sleep-duration
a123djvbvh23fv4vfd5,7.882831602725657,h,2178807113,sleep-duration
a123djvbvh23fv4vfd5,7.982987556772716,h,2178855472,sleep-duration
a123djvbvh23fv4vfd5,9.18655647492633,h,2178918447,sleep-duration
a123djvbvh23fv4vfd5,7.749139631712133,h,2178994055,sleep-duration
a123djvbvh23fv4vfd5,7.739685865704092,h,2179064022,sleep-duration
a123djvbvh23fv4vfd5,8.366567382132803,h,2179163776,sleep-duration
a123djvbvh23fv4vfd5,8.018813556697129,h,2179252564,sleep-duration
a123djvbvh23fv4vfd5,6.996439058332463,h,2179329706,sleep-duration
a123djvbvh23fv4vfd5,8.391473490344852,h,2179379705,sleep-duration
a123djvbvh23fv4vfd5,7.249393414708193,h,2179445375,sleep-duration
a123djvbvh23fv4vfd5,7.7078730014069725,h,2179494742,sleep-duration
a123djvbvh23fv4vfd5,8.877094630525054,h,2179575079,sleep-duration
a123djvbvh23fv4vfd5,7.037256169294279,h,2179669118,sleep-duration
a123djvbvh23fv4vfd5,8.997319068457607,h,2179735266,sleep-duration
a123djvbvh23fv4vfd5,8.630817000607768,h,2179791443,sleep-duration
a123djvbvh23fv4vfd5,7.272171663162994,h,2179859563,sleep-duration
a123djvbvh23fv4vfd5,8.322302314754394,h,2179951010,sleep-duration
a123djvbvh23fv4vfd5,7.82748875273029,h,2180043466,sleep-duration
a123djvbvh23fv4vfd5,8.130724591489127,h,2180088263,sleep-duration
a123djvbvh23fv4vfd5,7.597019986807953,h,2180139574,sleep-duration
a123djvbvh23fv4vfd5,8.257434037386725,h,2180196540,sleep-duration
a123djvbvh23fv4vfd5,8.564801169233842,h,2180264182,sleep-duration
a123djvbvh23fv4vfd5,7.4370988361672055,h,2180316722,sleep-duration
a123djvbvh23fv4vfd5,7.855408434403806,h,2180362566,sleep-duration
a123djvbvh23fv4vfd5,7.438275512241919,h,2180417571,sleep-duration
a123djvbvh23fv4vfd5,8.140528863757334,h,2180471282,sleep-duration
a123djvbvh23fv4vfd5,9.138256915585469,h,2180543575,sleep-duration
a123djvbvh23fv4vfd5,7.9584047305005345,h,2180642680,sleep-duration
a123djvbvh23fv4vfd5,7.484247350167838,h,2180726705,sleep-duration
a123djvbvh23fv4vfd5,8.738927914711608,h,2180824265,sleep-duration
a123djvbvh23fv4vfd5,8.243608143575209,h,2180894365,sleep-duration
a123djvbvh23fv4vfd5,8.54964168103899,h,2180992938,sleep-duration
a123djvbvh23fv4vfd5,8.570655109027221,h,2181081696,sleep-duration
a123djvbvh23fv4vfd5,9.150486430642182,h,2181163896,sleep-duration
a123djvbvh23fv4vfd5,8.246051648786056,h,2181253991,sleep-duration
a123djvbvh23fv4vfd5,8.760680037253952,h,2181326646,sleep-duration
a123djvbvh23fv4vfd5,8.372333664314878,h,2181417394,sleep-duration
a123djvbvh23fv4vfd5,7.896947356232383,h,2181473750,sleep-duration
a123djvbvh23fv4vfd5,7.967763340978298,h,2181527398,sleep-duration
a123djvbvh23fv4vfd5,8.60888287606361,h,2181624820,sleep-duration
a123djvbvh23fv4vfd5,8.484639195259604,h,2181721772,sleep-duration
a123djvbvh23fv4vfd5,8.810706594237187,h,2181779618,sleep-duration
a123djvbvh23fv4vfd5,9.133823502275273,h,2181836596,sleep-duration
a123djvbvh23fv4vfd5,8.639852045448634,h,2181910362,sleep-duration
a123djvbvh23fv4vfd5,8.108650622605927,h,2181979747,sleep-duration
a123djvbvh23fv4vfd5,9.251135528298455,h,2182070173,sleep-duration
a123djvbvh23fv4vfd5,8.50440820578633,h,2182168743,sleep-duration
a123djvbvh23fv4vfd5,6.761111396007149,h,2182233447,sleep-duration
a123djvbvh23fv4vfd5,7.841878780559722,h,2182314035,sleep-duration
a123djvbvh23fv4vfd5,8.05617864442101,h,2182389536,sleep-duration
a123djvbvh23fv4vfd5,8.047639011662072,h,2182439174,sleep-duration
a123djvbvh23fv4vfd5,8.163667209428013,h,2182508755,sleep-duration
a123djvbvh23fv4vfd5,8.246639665543713,h,2182576437,sleep-duration
a123djvbvh23fv4vfd5,9.792334260778793,h,2182665242,sleep-duration
a123djvbvh23fv4vfd5,6.970785135656961,h,2182756340,sleep-duration
a123djvbvh23fv4vfd5,8.696272658597268,h,2182850357,sleep-duration
a123djvbvh23fv4vfd5,7.521733798897214,h,2182917630,sleep-duration
a123djvbvh23fv4vfd5,7.5984431112862785,h,2183002370,sleep-duration
a123djvbvh23fv4vfd5,8.548403057077627,h,2183057184,sleep-duration
a123djvbvh23fv4vfd5,8.456660865389871,h,2183104890,sleep-duration
a123djvbvh23fv4vfd5,7.685694422552572,h,2183197218,sleep-duration
a123djvbvh23fv4vfd5,8.481874145008714,h,2183269903,sleep-duration
a123djvbvh23fv4vfd5,7.506379261109878,h,2183334523,sleep-duration
a123djvbvh23fv4vfd5,7.4840015349871525,h,2183434318,sleep-duration
a123djvbvh23fv4vfd5,7.155502017751409,h,2183481269,sleep-duration
a123djvbvh23fv4vfd5,7.488318156704883,h,2183551397,sleep-duration
a123djvbvh23fv4vfd5,8.125320947902134,h,2183619941,sleep-duration
a123djvbvh23fv4vfd5,7.287062694199902,h,2183716111,sleep-duration
a123djvbvh23fv4vfd5,7.732549114933573,h,2183803738,sleep-duration
a123djvbvh23fv4vfd5,9.134995557361131,h,2183847980,sleep-duration
a123djvbvh23fv4vfd5,7.431791986170923,h,2183907227,sleep-duration
a123djvbvh23fv4vfd5,7.394032872571722,h,2183973830,sleep-duration
a123djvbvh23fv4vfd5,8.187379127526828,h,2184022992,sleep-duration
a123djvbvh23fv4vfd5,8.260199778278174,h,2184079559,sleep-duration
a123djvbvh23fv4vfd5,7.671056862438214,h,2184123015,sleep-duration
a123djvbvh23fv4vfd5,6.78182819821646,h,2184220641,sleep-duration
a123djvbvh23fv4vfd5,7.2359396398748554,h,2184319071,sleep-duration
a123djvbvh23fv4vfd5,8.150862834593045,h,2184403575,sleep-duration
a123djvbvh23fv4vfd5,7.131596922114465,h,2184474600,sleep-duration
a123djvbvh23fv4vfd5,8.878071477873714,h,2184545647,sleep-duration
a123djvbvh23fv4vfd5,8.000977364374469,h,2184643629,sleep-duration
